# betaPara  betaPerp  deltaPara  deltaPerp  beta  delta  energy
1.093705697942695546e-03 1.093705697942692944e-03 1.886443949315931871e-03 1.940118922152418886e-03 1.093705697942695546e-03 1.971578116283371259e-03 2.997419573344517971e+02
1.094586501279486059e-03 1.094586501279484324e-03 1.886377082165597088e-03 1.939791033526342247e-03 1.094586501279485842e-03 1.971214061066463297e-03 2.997662507750843019e+02
1.095467004761353780e-03 1.095467004761352479e-03 1.886313594343413383e-03 1.939469487180060271e-03 1.095467004761353346e-03 1.970855989166043869e-03 2.997905442157168068e+02
1.096347208499373052e-03 1.096347208499370883e-03 1.886253470365361522e-03 1.939154204815091978e-03 1.096347208499371534e-03 1.970503837897946958e-03 2.998148376563492548e+02
1.097227112604574851e-03 1.097227112604573767e-03 1.886196695200033097e-03 1.938845110683811313e-03 1.097227112604575719e-03 1.970157546487437059e-03 2.998391310969817596e+02
1.098106717187937462e-03 1.098106717187933342e-03 1.886143254249991567e-03 1.938542131480044863e-03 1.098106717187937896e-03 1.969817055987827664e-03 2.998634245376142644e+02
1.098986022360390813e-03 1.098986022360389078e-03 1.886093133341470388e-03 1.938245196230555358e-03 1.098986022360390379e-03 1.969482309207177054e-03 2.998877179782467124e+02
1.099865028232820596e-03 1.099865028232819729e-03 1.886046318711844623e-03 1.937954236198121804e-03 1.099865028232820379e-03 1.969153250638182046e-03 2.999120114188792172e+02
1.100743734916060897e-03 1.100743734916060463e-03 1.886002796994302707e-03 1.937669184788581942e-03 1.100743734916060246e-03 1.968829826390243627e-03 2.999363048595117220e+02
1.101622142520895494e-03 1.101622142520892024e-03 1.885962555210781788e-03 1.937389977463739154e-03 1.101622142520894193e-03 1.968511984129814579e-03 2.999605983001441700e+02
1.102500251158067832e-03 1.102500251158064146e-03 1.885925580758215491e-03 1.937116551653664601e-03 1.102500251158066097e-03 1.968199673016566859e-03 2.999848917407766749e+02
1.103378060938264762e-03 1.103378060938261943e-03 1.885891861398335256e-03 1.936848846682782824e-03 1.103378060938265412e-03 1.967892843650281311e-03 3.000091851814091797e+02
1.104255571972129115e-03 1.104255571972126513e-03 1.885861385247902334e-03 1.936586803693421399e-03 1.104255571972128898e-03 1.967591448016006543e-03 3.000334786220416845e+02
1.105132784370251899e-03 1.105132784370252115e-03 1.885834140770043920e-03 1.936330365574239496e-03 1.105132784370251248e-03 1.967295439433665218e-03 3.000577720626741325e+02
1.106009698243183136e-03 1.106009698243180751e-03 1.885810116764889341e-03 1.936079476892976336e-03 1.106009698243182486e-03 1.967004772509160868e-03 3.000820655033066373e+02
1.106886313701418425e-03 1.106886313701416474e-03 1.885789302358054304e-03 1.935834083835766013e-03 1.106886313701417341e-03 1.966719403088931176e-03 3.001063589439391421e+02
1.107762630855405874e-03 1.107762630855403489e-03 1.885771686997464620e-03 1.935594134144123010e-03 1.107762630855406742e-03 1.966439288217713965e-03 3.001306523845715901e+02
1.108638649815549574e-03 1.108638649815547623e-03 1.885757260440982424e-03 1.935359577056008874e-03 1.108638649815550008e-03 1.966164386093847711e-03 3.001549458252040949e+02
1.109514370692202224e-03 1.109514370692200273e-03 1.885746012749855852e-03 1.935130363256674924e-03 1.109514370692199188e-03 1.965894656033165874e-03 3.001792392658365998e+02
1.110389793595665782e-03 1.110389793595664481e-03 1.885737934282910979e-03 1.934906444822824751e-03 1.110389793595665565e-03 1.965630058430155140e-03 3.002035327064690478e+02
1.111264918636203176e-03 1.111264918636202309e-03 1.885733015687966231e-03 1.934687775171728494e-03 1.111264918636202526e-03 1.965370554721027931e-03 3.002278261471015526e+02
1.112139745924021388e-03 1.112139745924020521e-03 1.885731247895342574e-03 1.934474309020827636e-03 1.112139745924022906e-03 1.965116107351760118e-03 3.002521195877340574e+02
1.113014275569279912e-03 1.113014275569275142e-03 1.885732622111988433e-03 1.934266002335971067e-03 1.113014275569277527e-03 1.964866679743839783e-03 3.002764130283665054e+02
1.113888507682095526e-03 1.113888507682094875e-03 1.885737129814694111e-03 1.934062812293229489e-03 1.113888507682095960e-03 1.964622236264157180e-03 3.003007064689990102e+02
1.114762442372533181e-03 1.114762442372532747e-03 1.885744762744152305e-03 1.933864697236752257e-03 1.114762442372533397e-03 1.964382742194342637e-03 3.003249999096315150e+02
1.115636079750609690e-03 1.115636079750610124e-03 1.885755512899632948e-03 1.933671616638615040e-03 1.115636079750609473e-03 1.964148163703110725e-03 3.003492933502640199e+02
1.116509419926294596e-03 1.116509419926290910e-03 1.885769372534697348e-03 1.933483531066184681e-03 1.116509419926293295e-03 1.963918467820974061e-03 3.003735867908964678e+02
1.117382463009512555e-03 1.117382463009509519e-03 1.885786334146571496e-03 1.933300402141006034e-03 1.117382463009511037e-03 1.963693622408083268e-03 3.003978802315289727e+02
1.118255209110137266e-03 1.118255209110134447e-03 1.885806390479534628e-03 1.933122192510445094e-03 1.118255209110137916e-03 1.963473596138430154e-03 3.004221736721614775e+02
1.119127658337991469e-03 1.119127658337992336e-03 1.885829534513162788e-03 1.932948865811515453e-03 1.119127658337992120e-03 1.963258358469172592e-03 3.004464671127939255e+02
1.119999810802860393e-03 1.119999810802858008e-03 1.885855759459327324e-03 1.932780386641722806e-03 1.119999810802857357e-03 1.963047879619026805e-03 3.004707605534264303e+02
1.120871666614472019e-03 1.120871666614470285e-03 1.885885058759724855e-03 1.932616720530122610e-03 1.120871666614471586e-03 1.962842130549901417e-03 3.004950539940589351e+02
1.121743225882508794e-03 1.121743225882506625e-03 1.885917426080324644e-03 1.932457833907045251e-03 1.121743225882507276e-03 1.962641082943037199e-03 3.005193474346913831e+02
1.122614488716609142e-03 1.122614488716607191e-03 1.885952855304620082e-03 1.932303694079976668e-03 1.122614488716610227e-03 1.962444709177881604e-03 3.005436408753238879e+02
1.123485455226360102e-03 1.123485455226355765e-03 1.885991340533343117e-03 1.932154269203736506e-03 1.123485455226358367e-03 1.962252982316045179e-03 3.005679343159563928e+02
1.124356125521300351e-03 1.124356125521299267e-03 1.886032876081474236e-03 1.932009528259925760e-03 1.124356125521301219e-03 1.962065876083372330e-03 3.005922277565888407e+02
1.125226499710927806e-03 1.125226499710926722e-03 1.886077456466366768e-03 1.931869441030659162e-03 1.125226499710927589e-03 1.961883364845584503e-03 3.006165211972213456e+02
1.126096577904684218e-03 1.126096577904683350e-03 1.886125076414266622e-03 1.931733978075133185e-03 1.126096577904683784e-03 1.961705423599477329e-03 3.006408146378538504e+02
1.126966360211968622e-03 1.126966360211965152e-03 1.886175730851777236e-03 1.931603110708974376e-03 1.126966360211967754e-03 1.961532027952610918e-03 3.006651080784863552e+02
1.127835846742128879e-03 1.127835846742124759e-03 1.886229414901798799e-03 1.931476810982927410e-03 1.127835846742127361e-03 1.961363154106953149e-03 3.006894015191188032e+02
1.128705037604472083e-03 1.128705037604471866e-03 1.886286123881350313e-03 1.931355051664196843e-03 1.128705037604472950e-03 1.961198778845204410e-03 3.007136949597513080e+02
1.129573932908251119e-03 1.129573932908251553e-03 1.886345853299478161e-03 1.931237806212249665e-03 1.129573932908251987e-03 1.961038879515803520e-03 3.007379884003838129e+02
1.130442532762673336e-03 1.130442532762669866e-03 1.886408598853223529e-03 1.931125048765702529e-03 1.130442532762672902e-03 1.960883434019521348e-03 3.007622818410162608e+02
1.131310837276902279e-03 1.131310837276899460e-03 1.886474356422942339e-03 1.931016754122658226e-03 1.131310837276901628e-03 1.960732420794438109e-03 3.007865752816487657e+02
1.132178846560048802e-03 1.132178846560046633e-03 1.886543122073465776e-03 1.930912897719368800e-03 1.132178846560048151e-03 1.960585818804602178e-03 3.008108687222812705e+02
1.133046560721176921e-03 1.133046560721177789e-03 1.886614892046871482e-03 1.930813455619412181e-03 1.133046560721178439e-03 1.960443607525774994e-03 3.008351621629137185e+02
1.133913979869310322e-03 1.133913979869307937e-03 1.886689662762390746e-03 1.930718404496038114e-03 1.133913979869308371e-03 1.960305766935613401e-03 3.008594556035462233e+02
1.134781104113416744e-03 1.134781104113414792e-03 1.886767430815047180e-03 1.930627721614513233e-03 1.134781104113416744e-03 1.960172277501013097e-03 3.008837490441787281e+02
1.135647933562417954e-03 1.135647933562415786e-03 1.886848192967751801e-03 1.930541384817497557e-03 1.135647933562417521e-03 1.960043120163561248e-03 3.009080424848111761e+02
1.136514468325194741e-03 1.136514468325192789e-03 1.886931946155037893e-03 1.930459372515152009e-03 1.136514468325194090e-03 1.959918276335375752e-03 3.009323359254436809e+02
1.137380708510574113e-03 1.137380708510573029e-03 1.887018687478207030e-03 1.930381663665878007e-03 1.137380708510576065e-03 1.959797727883992331e-03 3.009566293660761858e+02
1.138246654227339279e-03 1.138246654227334943e-03 1.887108414201079222e-03 1.930308237765166867e-03 1.138246654227337762e-03 1.959681457121617044e-03 3.009809228067086906e+02
1.139112305584221623e-03 1.139112305584220322e-03 1.887201123748223500e-03 1.930239074834598847e-03 1.139112305584222273e-03 1.959569446796821744e-03 3.010052162473411386e+02
1.139977662689913712e-03 1.139977662689912194e-03 1.887296813708297036e-03 1.930174155405114337e-03 1.139977662689913495e-03 1.959461680088125587e-03 3.010295096879736434e+02
1.140842725653053256e-03 1.140842725653049353e-03 1.887395481824294050e-03 1.930113460509947244e-03 1.140842725653050003e-03 1.959358140589461100e-03 3.010538031286061482e+02
1.141707494582231341e-03 1.141707494582228088e-03 1.887497125993402476e-03 1.930056971669311073e-03 1.141707494582231124e-03 1.959258812302570440e-03 3.010780965692385962e+02
1.142571969585999591e-03 1.142571969585999591e-03 1.887601744269484620e-03 1.930004670880174035e-03 1.142571969585998506e-03 1.959163679632286523e-03 3.011023900098711010e+02
1.143436150772854766e-03 1.143436150772854550e-03 1.887709334855470610e-03 1.929956540607222215e-03 1.143436150772855851e-03 1.959072727373756782e-03 3.011266834505036059e+02
1.144300038251246142e-03 1.144300038251242673e-03 1.887819896103347557e-03 1.929912563769074817e-03 1.144300038251246359e-03 1.958985940705217175e-03 3.011509768911360538e+02
1.145163632129583744e-03 1.145163632129580274e-03 1.887933426514215064e-03 1.929872723731486427e-03 1.145163632129583310e-03 1.958903305183284146e-03 3.011752703317685587e+02
1.146026932516221218e-03 1.146026932516219050e-03 1.888049924732445933e-03 1.929837004294865897e-03 1.146026932516221218e-03 1.958824806730393494e-03 3.011995637724010635e+02
1.146889939519470580e-03 1.146889939519471014e-03 1.888169389547010189e-03 1.929805389686638792e-03 1.146889939519469713e-03 1.958750431631322252e-03 3.012238572130335115e+02
1.147752653247598956e-03 1.147752653247599824e-03 1.888291819889454130e-03 1.929777864550594451e-03 1.147752653247600691e-03 1.958680166525410618e-03 3.012481506536660163e+02
1.148615073808821000e-03 1.148615073808819049e-03 1.888417214829587803e-03 1.929754413938230152e-03 1.148615073808819049e-03 1.958613998396957663e-03 3.012724440942985211e+02
1.149477201311306694e-03 1.149477201311305177e-03 1.888545573574984321e-03 1.929735023300980850e-03 1.149477201311307562e-03 1.958551914570652499e-03 3.012967375349310259e+02
1.150339035863177234e-03 1.150339035863175716e-03 1.888676895470994387e-03 1.929719678481806424e-03 1.150339035863177884e-03 1.958493902706696672e-03 3.013210309755634739e+02
1.151200577572514131e-03 1.151200577572513047e-03 1.888811179997105117e-03 1.929708365703637542e-03 1.151200577572511312e-03 1.958439950789603486e-03 3.013453244161959788e+02
1.152061826547344904e-03 1.152061826547340568e-03 1.888948426763312725e-03 1.929701071564917866e-03 1.152061826547344037e-03 1.958390047124354723e-03 3.013696178568284836e+02
1.152922782895648502e-03 1.152922782895647418e-03 1.889088635514322729e-03 1.929697783033847147e-03 1.152922782895647201e-03 1.958344180334152008e-03 3.013939112974609316e+02
1.153783446725367007e-03 1.153783446725365706e-03 1.889231806120957643e-03 1.929698487432936769e-03 1.153783446725367657e-03 1.958302339346446649e-03 3.014182047380934364e+02
1.154643818144385475e-03 1.154643818144382439e-03 1.889377938581775695e-03 1.929703172438565874e-03 1.154643818144383523e-03 1.958264513392289109e-03 3.014424981787259412e+02
1.155503897260545809e-03 1.155503897260542340e-03 1.889527033023095763e-03 1.929711826073450933e-03 1.155503897260546243e-03 1.958230692002039044e-03 3.014667916193583892e+02
1.156363684181647847e-03 1.156363684181644811e-03 1.889679089692364441e-03 1.929724436692909764e-03 1.156363684181647630e-03 1.958200864993276009e-03 3.014910850599908940e+02
1.157223179015438082e-03 1.157223179015437866e-03 1.889834108961663652e-03 1.929740992987401607e-03 1.157223179015436998e-03 1.958175022472740182e-03 3.015153785006233988e+02
1.158082381869615955e-03 1.158082381869612702e-03 1.889992091321336188e-03 1.929761483969146549e-03 1.158082381869617039e-03 1.958153154825530672e-03 3.015396719412558468e+02
1.158941292851842523e-03 1.158941292851839487e-03 1.890153037381801533e-03 1.929785898966347160e-03 1.158941292851840355e-03 1.958135252711664265e-03 3.015639653818883517e+02
1.159799912069722902e-03 1.159799912069720516e-03 1.890316947869496392e-03 1.929814227619239394e-03 1.159799912069723552e-03 1.958121307061164423e-03 3.015882588225208565e+02
1.160658239630821655e-03 1.160658239630819703e-03 1.890483823625831476e-03 1.929846459872328621e-03 1.160658239630821872e-03 1.958111309068959888e-03 3.016125522631533613e+02
1.161516275642650656e-03 1.161516275642651740e-03 1.890653665605573431e-03 1.929882585966543902e-03 1.161516275642647620e-03 1.958105250188269322e-03 3.016368457037858093e+02
1.162374020212684914e-03 1.162374020212682962e-03 1.890826474874031772e-03 1.929922596434963415e-03 1.162374020212683830e-03 1.958103122126732005e-03 3.016611391444183141e+02
1.163231473448343061e-03 1.163231473448341760e-03 1.891002252606918373e-03 1.929966482097987589e-03 1.163231473448341760e-03 1.958104916842755370e-03 3.016854325850508189e+02
1.164088635457000576e-03 1.164088635456999709e-03 1.891181000085315677e-03 1.930014234052527438e-03 1.164088635457002094e-03 1.958110626536384291e-03 3.017097260256832669e+02
1.164945506345991307e-03 1.164945506345990440e-03 1.891362718696743342e-03 1.930065843670766617e-03 1.164945506345989139e-03 1.958120243648568161e-03 3.017340194663157718e+02
1.165802086222595974e-03 1.165802086222591854e-03 1.891547409931873753e-03 1.930121302593750974e-03 1.165802086222593155e-03 1.958133760855467528e-03 3.017583129069482766e+02
1.166658375194048894e-03 1.166658375194047593e-03 1.891735075381107247e-03 1.930180602721519485e-03 1.166658375194048244e-03 1.958151171060512532e-03 3.017826063475807246e+02
1.167514373367544486e-03 1.167514373367543618e-03 1.891925716735278580e-03 1.930243736212375891e-03 1.167514373367543401e-03 1.958172467393846494e-03 3.018068997882132294e+02
1.168370080850224908e-03 1.168370080850224908e-03 1.892119335778873722e-03 1.930310695473642186e-03 1.168370080850226426e-03 1.958197643203407265e-03 3.018311932288457342e+02
1.169225497749185484e-03 1.169225497749182014e-03 1.892315934393478272e-03 1.930381473157985559e-03 1.169225497749183749e-03 1.958226692053937137e-03 3.018554866694781822e+02
1.170080624171482070e-03 1.170080624171479251e-03 1.892515514550834228e-03 1.930456062156310796e-03 1.170080624171482720e-03 1.958259607719264623e-03 3.018797801101106870e+02
1.170935460224117181e-03 1.170935460224114362e-03 1.892718078310231828e-03 1.930534455592571291e-03 1.170935460224116964e-03 1.958296384177219979e-03 3.019040735507431918e+02
1.171790006014048228e-03 1.171790006014048879e-03 1.892923627819801486e-03 1.930616646818514130e-03 1.171790006014047578e-03 1.958337015607566119e-03 3.019283669913756967e+02
1.172644261648186003e-03 1.172644261648184052e-03 1.893132165309212561e-03 1.930702629404797447e-03 1.172644261648185787e-03 1.958381496382562148e-03 3.019526604320081447e+02
1.173498227233401832e-03 1.173498227233399664e-03 1.893343693089344620e-03 1.930792397141731145e-03 1.173498227233400748e-03 1.958429821066421696e-03 3.019769538726406495e+02
1.174351902876512180e-03 1.174351902876510229e-03 1.893558213548868739e-03 1.930885944026029897e-03 1.174351902876513047e-03 1.958481984407069946e-03 3.020012473132731543e+02
1.175205288684288193e-03 1.175205288684289277e-03 1.893775729151479315e-03 1.930983264259077559e-03 1.175205288684288626e-03 1.958537981332255686e-03 3.020255407539056023e+02
1.176058384763462852e-03 1.176058384763460684e-03 1.893996242429906015e-03 1.931084352240752854e-03 1.176058384763459599e-03 1.958597806942854840e-03 3.020498341945381071e+02
1.176911191220712978e-03 1.176911191220711677e-03 1.894219755986567989e-03 1.931189202560973026e-03 1.176911191220712761e-03 1.958661456509235791e-03 3.020741276351706119e+02
1.177763708162673324e-03 1.177763708162672240e-03 1.894446272486966301e-03 1.931297809996812467e-03 1.177763708162672457e-03 1.958728925464666565e-03 3.020984210758030599e+02
1.178615935695936359e-03 1.178615935695935492e-03 1.894675794655882942e-03 1.931410169502041467e-03 1.178615935695937877e-03 1.958800209398431011e-03 3.021227145164355647e+02
1.179467873927043161e-03 1.179467873927039041e-03 1.894908325276107100e-03 1.931526276205915160e-03 1.179467873927041209e-03 1.958875304053306083e-03 3.021470079570680696e+02
1.180319522962487537e-03 1.180319522962486670e-03 1.895143867180576003e-03 1.931646125401199161e-03 1.180319522962487754e-03 1.958954205315778432e-03 3.021713013977005176e+02
1.181170882908724913e-03 1.181170882908724263e-03 1.895382423249462531e-03 1.931769712539952452e-03 1.181170882908724913e-03 1.959036909210984650e-03 3.021955948383330224e+02
1.182021953872157806e-03 1.182021953872157806e-03 1.895623996406639849e-03 1.931897033228494953e-03 1.182021953872157373e-03 1.959123411898713168e-03 3.022198882789655272e+02
1.182872735959144715e-03 1.182872735959141679e-03 1.895868589612426580e-03 1.932028083215201137e-03 1.182872735959143847e-03 1.959213709662367079e-03 3.022441817195980320e+02
1.183723229275996432e-03 1.183723229275993180e-03 1.896116205860644928e-03 1.932162858387734229e-03 1.183723229275995131e-03 1.959307798906455723e-03 3.022684751602304800e+02
1.184573433928983637e-03 1.184573433928980818e-03 1.896366848169105937e-03 1.932301354762914125e-03 1.184573433928984287e-03 1.959405676144907859e-03 3.022927686008629848e+02
1.185423350024324097e-03 1.185423350024325398e-03 1.896620519579686904e-03 1.932443568480682718e-03 1.185423350024325181e-03 1.959507337998597949e-03 3.023170620414954897e+02
1.186272977668192865e-03 1.186272977668190263e-03 1.896877223147331714e-03 1.932589495792352233e-03 1.186272977668192648e-03 1.959612781183931677e-03 3.023413554821279376e+02
1.187122316966721190e-03 1.187122316966719021e-03 1.897136961932474435e-03 1.932739133055497551e-03 1.187122316966720756e-03 1.959722002503814977e-03 3.023656489227604425e+02
1.187971368025990447e-03 1.187971368025988496e-03 1.897399738999889628e-03 1.932892476724633801e-03 1.187971368025989363e-03 1.959834998844287805e-03 3.023899423633929473e+02
1.188820130952036045e-03 1.188820130952034093e-03 1.897665557405978564e-03 1.933049523339245256e-03 1.188820130952037129e-03 1.959951767160939516e-03 3.024142358040253953e+02
1.189668605850853706e-03 1.189668605850851537e-03 1.897934420191425484e-03 1.933210269517712061e-03 1.189668605850851320e-03 1.960072304470436479e-03 3.024385292446579001e+02
1.190516792828385812e-03 1.190516792828384728e-03 1.898206330374786277e-03 1.933374711943097431e-03 1.190516792828386246e-03 1.960196607841733097e-03 3.024628226852904049e+02
1.191364691990531811e-03 1.191364691990530510e-03 1.898481290943464673e-03 1.933542847357361478e-03 1.191364691990531811e-03 1.960324674387305382e-03 3.024871161259228529e+02
1.192212303443148866e-03 1.192212303443147782e-03 1.898759304840496893e-03 1.933714672544965254e-03 1.192212303443148215e-03 1.960456501247170250e-03 3.025114095665553577e+02
1.193059627292043833e-03 1.193059627292039930e-03 1.899040374960141338e-03 1.933890184324764611e-03 1.193059627292042749e-03 1.960592085583728623e-03 3.025357030071878626e+02
1.193906663642979116e-03 1.193906663642975647e-03 1.899324504131855596e-03 1.934069379536954448e-03 1.193906663642977381e-03 1.960731424565452952e-03 3.025599964478203674e+02
1.194753412601668981e-03 1.194753412601668547e-03 1.899611695110659188e-03 1.934252255027633796e-03 1.194753412601670065e-03 1.960874515354408057e-03 3.025842898884528154e+02
1.195599874273790397e-03 1.195599874273790397e-03 1.899901950567992439e-03 1.934438807639410774e-03 1.195599874273790613e-03 1.961021355096993768e-03 3.026085833290853202e+02
1.196446048764966122e-03 1.196446048764963086e-03 1.900195273072244643e-03 1.934629034192351634e-03 1.196446048764963303e-03 1.961171940903690299e-03 3.026328767697178250e+02
1.197291936180774246e-03 1.197291936180770993e-03 1.900491665079756922e-03 1.934822931470994841e-03 1.197291936180773595e-03 1.961326269837348861e-03 3.026571702103502730e+02
1.198137536626753177e-03 1.198137536626750358e-03 1.900791128919728607e-03 1.935020496208028629e-03 1.198137536626751876e-03 1.961484338898637769e-03 3.026814636509827778e+02
1.198982850208389715e-03 1.198982850208387546e-03 1.901093666775454478e-03 1.935221725066482322e-03 1.198982850208391016e-03 1.961646145005596555e-03 3.027057570916152827e+02
1.199827877031125990e-03 1.199827877031123171e-03 1.901399280669073500e-03 1.935426614622058183e-03 1.199827877031123605e-03 1.961811684977419774e-03 3.027300505322477306e+02
1.200672617200362934e-03 1.200672617200360982e-03 1.901707972444522787e-03 1.935635161341356077e-03 1.200672617200363368e-03 1.961980955515593185e-03 3.027543439728802355e+02
1.201517070821452038e-03 1.201517070821450520e-03 1.902019743746719612e-03 1.935847361566035880e-03 1.201517070821451821e-03 1.962153953183744508e-03 3.027786374135127403e+02
1.202361237999696872e-03 1.202361237999694920e-03 1.902334595999180880e-03 1.936063211485134546e-03 1.202361237999696438e-03 1.962330674382917108e-03 3.028029308541451883e+02
1.203205118840363925e-03 1.203205118840359371e-03 1.902652530386510872e-03 1.936282707115220651e-03 1.203205118840362624e-03 1.962511115333125545e-03 3.028272242947776931e+02
1.204048713448666779e-03 1.204048713448665694e-03 1.902973547826131541e-03 1.936505844275411342e-03 1.204048713448665478e-03 1.962695272045106906e-03 3.028515177354101979e+02
1.204892021929776080e-03 1.204892021929774995e-03 1.903297648944313192e-03 1.936732618558573973e-03 1.204892021929776730e-03 1.962883140294735800e-03 3.028758111760427028e+02
1.205735044388814986e-03 1.205735044388813685e-03 1.903624834051391131e-03 1.936963025305287476e-03 1.205735044388815203e-03 1.963074715597105859e-03 3.029001046166751507e+02
1.206577780930867625e-03 1.206577780930866758e-03 1.903955103106161773e-03 1.937197059570355470e-03 1.206577780930866975e-03 1.963269993170560675e-03 3.029243980573076556e+02
1.207420231660965649e-03 1.207420231660962830e-03 1.904288455692608505e-03 1.937434716095374435e-03 1.207420231660965649e-03 1.963468967912780638e-03 3.029486914979401604e+02
1.208262396684097774e-03 1.208262396684097340e-03 1.904624890979248440e-03 1.937675989268219023e-03 1.208262396684096473e-03 1.963671634358728473e-03 3.029729849385726084e+02
1.209104276105210434e-03 1.209104276105210434e-03 1.904964407686743615e-03 1.937920873088384453e-03 1.209104276105211952e-03 1.963877986646643883e-03 3.029972783792051132e+02
1.209945870029201708e-03 1.209945870029198890e-03 1.905307004048318069e-03 1.938169361129597583e-03 1.209945870029202359e-03 1.964088018480312885e-03 3.030215718198376180e+02
1.210787178560921969e-03 1.210787178560919150e-03 1.905652677765895574e-03 1.938421446491361312e-03 1.210787178560921969e-03 1.964301723081674726e-03 3.030458652604700660e+02
1.211628201805183208e-03 1.211628201805180823e-03 1.906001425968462159e-03 1.938677121757394943e-03 1.211628201805183208e-03 1.964519093149162069e-03 3.030701587011025708e+02
1.212468939866747112e-03 1.212468939866745161e-03 1.906353245159596137e-03 1.938936378943799995e-03 1.212468939866746679e-03 1.964740120805801536e-03 3.030944521417350757e+02
1.213309392850329613e-03 1.213309392850326794e-03 1.906708131169534666e-03 1.939199209447535011e-03 1.213309392850328312e-03 1.964964797548551540e-03 3.031187455823675236e+02
1.214149560860606526e-03 1.214149560860604575e-03 1.907066079093345167e-03 1.939465603986490405e-03 1.214149560860605008e-03 1.965193114186908254e-03 3.031430390230000285e+02
1.214989444002204230e-03 1.214989444002202712e-03 1.907427083235322014e-03 1.939735552540786719e-03 1.214989444002204880e-03 1.965425060786851058e-03 3.031673324636325333e+02
1.215829042379703998e-03 1.215829042379703131e-03 1.907791137040406194e-03 1.940009044283743907e-03 1.215829042379704648e-03 1.965660626600342509e-03 3.031916259042650381e+02
1.216668356097642869e-03 1.216668356097638532e-03 1.908158233021462445e-03 1.940286067510065514e-03 1.216668356097642869e-03 1.965899799992904505e-03 3.032159193448974861e+02
1.217507385260515598e-03 1.217507385260511695e-03 1.908528362688955522e-03 1.940566609561985862e-03 1.217507385260515164e-03 1.966142568372812073e-03 3.032402127855299909e+02
1.218346129972768584e-03 1.218346129972767717e-03 1.908901516459065141e-03 1.940850656736501593e-03 1.218346129972767283e-03 1.966388918096708804e-03 3.032645062261624958e+02
1.219184590338800956e-03 1.219184590338799655e-03 1.909277683569236611e-03 1.941138194206477744e-03 1.219184590338801824e-03 1.966638834387907878e-03 3.032887996667949437e+02
1.220022766462974329e-03 1.220022766462973461e-03 1.909656851980116692e-03 1.941429205911174988e-03 1.220022766462974546e-03 1.966892301234034711e-03 3.033130931074274486e+02
1.220860658449598492e-03 1.220860658449595673e-03 1.910039008266892907e-03 1.941723674454385370e-03 1.220860658449596323e-03 1.967149301279610702e-03 3.033373865480599534e+02
1.221698266402939867e-03 1.221698266402939433e-03 1.910424137506543238e-03 1.942021580990812039e-03 1.221698266402939433e-03 1.967409815713364301e-03 3.033616799886924014e+02
1.222535590427223894e-03 1.222535590427223894e-03 1.910812223150797984e-03 1.942322905094200341e-03 1.222535590427223026e-03 1.967673824138809358e-03 3.033859734293249062e+02
1.223372630626626354e-03 1.223372630626623752e-03 1.911203246893738083e-03 1.942627624625618095e-03 1.223372630626627872e-03 1.967941304441885725e-03 3.034102668699574110e+02
1.224209387105277495e-03 1.224209387105274676e-03 1.911597188516316395e-03 1.942935715580360826e-03 1.224209387105275326e-03 1.968212232635754844e-03 3.034345603105898590e+02
1.225045859967268964e-03 1.225045859967266795e-03 1.911994025731681953e-03 1.943247151930271041e-03 1.225045859967269397e-03 1.968486582705274417e-03 3.034588537512223638e+02
1.225882049316642103e-03 1.225882049316640151e-03 1.912393734005586425e-03 1.943561905441448280e-03 1.225882049316642537e-03 1.968764326425616155e-03 3.034831471918548687e+02
1.226717955257395102e-03 1.226717955257390115e-03 1.912796286362409941e-03 1.943879945482108540e-03 1.226717955257392067e-03 1.969045433168501065e-03 3.035074406324873735e+02
1.227553577893478447e-03 1.227553577893476496e-03 1.913201653176697199e-03 1.944201238815026567e-03 1.227553577893477580e-03 1.969329869694737365e-03 3.035317340731198215e+02
1.228388917328805544e-03 1.228388917328804026e-03 1.913609801939085159e-03 1.944525749357878600e-03 1.228388917328804243e-03 1.969617599916657046e-03 3.035560275137523263e+02
1.229223973667236455e-03 1.229223973667235804e-03 1.914020697006016056e-03 1.944853437937451137e-03 1.229223973667237972e-03 1.969908584649526090e-03 3.035803209543848311e+02
1.230058747012590476e-03 1.230058747012585923e-03 1.914434299319251473e-03 1.945184262004129739e-03 1.230058747012591127e-03 1.970202781330043524e-03 3.036046143950172791e+02
1.230893237468644623e-03 1.230893237468640719e-03 1.914850566100169838e-03 1.945518175329597008e-03 1.230893237468642020e-03 1.970500143709572917e-03 3.036289078356497839e+02
1.231727445139126900e-03 1.231727445139126249e-03 1.915269450513653769e-03 1.945855127668066247e-03 1.231727445139126466e-03 1.970800621518430020e-03 3.036532012762822887e+02
1.232561370127719562e-03 1.232561370127718912e-03 1.915690901297283826e-03 1.946195064382769471e-03 1.232561370127718912e-03 1.971104160093563405e-03 3.036774947169147367e+02
1.233395012538067567e-03 1.233395012538067350e-03 1.916114862349982883e-03 1.946537926039303753e-03 1.233395012538069302e-03 1.971410699967563341e-03 3.037017881575472416e+02
1.234228372473765130e-03 1.234228372473761661e-03 1.916541272279428292e-03 1.946883647948252942e-03 1.234228372473763395e-03 1.971720176415643101e-03 3.037260815981797464e+02
1.235061450038360282e-03 1.235061450038356812e-03 1.916970063901336091e-03 1.947232159664715606e-03 1.235061450038360716e-03 1.972032518953492890e-03 3.037503750388121944e+02
